age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
52, Private,265648, 7th-8th,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
49, State-gov,301998, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
25, Private,171035, Some-college,4, Never-married, Craft-repair, Not-in-family, White, Female,0,0,36, Cuba, <=50K
63, Private,228885, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private,174255, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private,107380, 11th,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,49, United-States, <=50K
42, Private,379885, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private,30512, HS-grad,9, Divorced, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc,74772, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Other, Male,5939,0,47, United-States, >50K
26, Private,359048, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private,178464, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,286984, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,32, United-States, <=50K
48, Private,224092, 11th,7, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,15, United-States, <=50K
38, Private,95477, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, ?,378693, 10th,6, Never-married, ?, Not-in-family, Black, Female,7759,0,25, United-States, <=50K
46, Private,109584, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
55, Private,55944, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc,329371, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
19, Private,207817, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,84674, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7949,0,49, United-States, >50K
18, Private,94511, 12th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,21, United-States, <=50K
21, Private,189566, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
55, State-gov,161579, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,49, United-States, <=50K
35, Private,191013, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
43, Private,204936, 11th,7, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, ?,84468, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
68, Private,489219, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,34, United-States, <=50K
68, Local-gov,33310, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,68, United-States, <=50K
31, Private,234350, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,1912,40, Honduras, <=50K
32, Private,121302, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov,330185, Assoc-acdm,15, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,47, United-States, <=50K
22, Private,79949, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private,317218, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,186101, 10th,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, >50K
42, State-gov,26773, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,7318,0,51, United-States, <=50K
57, Self-emp-not-inc,26830, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,81, United-States, <=50K
58, ?,122439, HS-grad,9, Married-civ-spouse, ?, Husband, White, Female,0,0,40, United-States, <=50K
44, Private,40241, Assoc-acdm,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7783,1762,49, United-States, >50K
35, Private,391891, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
69, Private,256085, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,7, United-States, <=50K
53, Private,479033, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
50, Private,198691, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Federal-gov,35190, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
36, Private,100887, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Honduras, >50K
28, Private,171195, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc,87223, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1949,60, United-States, >50K
33, Self-emp-not-inc,110034, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, United-States, <=50K
40, Private,28220, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Local-gov,94503, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,187474, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,40, El-Salvador, <=50K
71, Private,31330, Masters,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,5746,0,44, United-States, >50K
31, Private,192589, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, United-States, <=50K
50, Private,378478, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,85, England, <=50K
20, Self-emp-not-inc,151340, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,85, Canada, <=50K
40, Private,124536, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,11750,0,40, United-States, >50K
70, Self-emp-not-inc,72881, Assoc-voc,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1971,60, United-States, <=50K
33, Private,171893, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
46, Private,242351, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
35, Private,32822, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,5730,0,40, United-States, >50K
57, Federal-gov,56683, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,13072,0,60, United-States, >50K
48, Private,24800, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc,563426, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1861,59, United-States, >50K
20, Private,51098, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, ?, <=50K
19, Private,186023, 11th,7, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
66, ?,435203, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov,47340, Assoc-voc,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,53174, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,47, United-States, <=50K
23, Private,85492, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,4835,1780,32, United-States, <=50K
34, Private,37972, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private,164239, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,47, United-States, <=50K
57, Private,155061, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,156383, 7th-8th,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private,77252, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,47, ?, <=50K
23, Private,237990, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
33, Private,233189, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
38, Federal-gov,33272, Doctorate,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1840,60, United-States, >50K
36, Self-emp-inc,190481, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,6986,0,49, United-States, >50K
42, Self-emp-not-inc,395436, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, State-gov,255911, HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Female,0,1819,40, United-States, <=50K
38, Private,145417, Bachelors,13, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private,55572, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
45, ?,129139, Bachelors,13, Married-AF-spouse, ?, Wife, Asian-Pac-Islander, Female,0,0,32, Haiti, <=50K
36, Private,233891, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private,154518, 10th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,245581, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private,176961, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private,264122, 7th-8th,5, Divorced, Craft-repair, Not-in-family, Black, Male,0,1885,40, United-States, <=50K
43, Federal-gov,104172, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,92890, 1st-4th,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
68, Local-gov,28362, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7295,0,60, United-States, >50K
31, Self-emp-not-inc,209694, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Male,0,0,53, United-States, <=50K
20, Private,293630, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,80, United-States, <=50K
35, Private,362141, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,345535, 10th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,21, United-States, <=50K
30, Private,163651, Masters,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Federal-gov,331056, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
24, Private,90064, 7th-8th,4, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
46, Self-emp-not-inc,219814, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, China, >50K
36, Private,220746, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
23, Private,192968, Bachelors,13, Separated, Other-service, Own-child, Other, Female,0,0,33, ?, <=50K
43, Private,26357, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private,298859, Some-college,10, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Local-gov,360290, 11th,7, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
38, Private,122891, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private,25573, Masters,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, >50K
51, Local-gov,131512, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,180973, 11th,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,21, United-States, <=50K
53, Private,432500, 5th-6th,2, Separated, Craft-repair, Other-relative, White, Female,0,0,40, Mexico, <=50K
27, ?,60425, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,327774, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,10685,0,60, United-States, >50K
19, Private,386269, 5th-6th,4, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,19, Cuba, <=50K
26, Private,66752, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
30, Private,332577, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
33, Private,123153, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, Italy, <=50K
70, Private,36686, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,256349, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
59, ?,327806, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Female,0,1886,40, ?, <=50K
50, Local-gov,215868, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
33, Private,72607, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1821,40, United-States, >50K
75, Self-emp-not-inc,24055, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
50, Private,108747, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc,298659, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,9904,0,40, Taiwan, >50K
52, Private,218914, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1919,68, United-States, >50K
30, Federal-gov,35271, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1819,40, Japan, >50K
27, Private,164875, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, >50K
17, Private,488039, 9th,5, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
55, Private,162991, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
52, Private,187956, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc,234328, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,11114,0,40, United-States, <=50K
53, Private,178152, 9th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, <=50K
20, Private,106893, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private,177318, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
58, Private,209413, HS-grad,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,7, United-States, <=50K
32, Private,114902, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private,194523, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,51, Canada, >50K
19, Private,180796, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc,37072, Assoc-voc,11, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
46, Private,320813, Assoc-acdm,4, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,601707, 11th,7, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc,194610, Doctorate,12, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Columbia, <=50K
39, State-gov,290035, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private,218316, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,33, Mexico, <=50K
41, Private,70365, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private,155640, 10th,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
73, Self-emp-not-inc,83128, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
38, Private,494652, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,311003, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,6168,0,40, England, <=50K
76, Private,98882, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Laos, <=50K
24, Private,154968, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,200110, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K
44, Private,112857, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,49, Philippines, <=50K
29, ?,74984, HS-grad,9, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Self-emp-inc,64394, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1837,60, Philippines, <=50K
42, Self-emp-inc,250749, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, >50K
53, Private,25954, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
76, Private,355080, 11th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, <=50K
44, State-gov,80469, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, India, >50K
47, Self-emp-not-inc,181269, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,11032,0,50, United-States, >50K
52, ?,187236, Some-college,10, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,40, ?, <=50K
31, Private,290339, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
76, Private,323762, 11th,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,68, United-States, <=50K
34, Private,373688, Some-college,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private,196530, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,252105, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private,72163, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,168282, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, State-gov,178523, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,8712,0,60, United-States, >50K
29, Private,159710, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Private,261500, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8301,0,51, United-States, >50K
44, Private,325377, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
51, Private,75347, 5th-6th,4, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
24, Private,345165, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
52, Private,31216, 10th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
37, Federal-gov,190821, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
18, ?,154116, Some-college,10, Married-AF-spouse, ?, Wife, White, Female,0,0,25, United-States, <=50K
27, Private,93668, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
72, ?,147188, HS-grad,9, Widowed, ?, Unmarried, White, Female,0,0,60, United-States, <=50K
35, Private,106742, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
26, Private,197512, Masters,14, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,131877, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,15, Mexico, <=50K
53, ?,184015, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,5856,0,9, United-States, <=50K
17, Private,140262, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,7804,0,32, United-States, <=50K
38, Private,137243, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
25, State-gov,585169, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private,145276, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,6603,0,40, United-States, <=50K
20, Private,342473, HS-grad,7, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, Mexico, <=50K
43, Private,193871, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Jamaica, >50K
35, Self-emp-inc,173551, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
25, Private,390187, Assoc-voc,11, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
28, Private,112727, Assoc-voc,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Federal-gov,168013, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,9135,0,11, United-States, >50K
22, Private,177344, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,81258, Assoc-voc,12, Never-married, Transport-moving, Not-in-family, White, Male,0,0,47, United-States, <=50K
20, Private,484871, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,102596, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, United-States, <=50K
50, Private,108356, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private,86624, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private,240656, 9th,6, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
72, Private,441274, 7th-8th,3, Separated, Craft-repair, Not-in-family, Other, Female,6264,0,40, United-States, <=50K
36, Private,353763, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1925,40, United-States, <=50K
27, Private,57440, 11th,7, Separated, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc,46210, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
49, Self-emp-not-inc,174447, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,9232,0,61, Jamaica, >50K
49, Private,294041, 7th-8th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,371210, 5th-6th,5, Never-married, Other-service, Unmarried, White, Male,8412,0,40, United-States, <=50K
43, Self-emp-not-inc,374488, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1743,40, United-States, >50K
