age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31, Private,365573, Prof-school,8, Never-married, Machine-op-inspct, Husband, White, Male,5428,0,48, Vietnam, <=50K
46, Private,326985, Some-college,6, Married-civ-spouse, Craft-repair, Husband, White, Male,68839,0,45, United-States, <=50K
38, Self-emp-inc,119185, 9th,11, Married-civ-spouse, Other-service, Husband, White, Female,82185,0,42, United-States, >50K
43, Private,395376, Masters,9, Married-civ-spouse, Other-service, Husband, White, Male,3484,0,53, United-States, <=50K
66, Self-emp-inc,165002, Some-college,11, Divorced, Machine-op-inspct, Husband, White, Male,817,0,32, United-States, <=50K
46, Private,215653, 9th,13, Divorced, Prof-specialty, Husband, White, Male,30122,576,51, United-States, >50K
53, Private,79063, Bachelors,9, Married-civ-spouse, Tech-support, Own-child, White, Male,24244,19,30, United-States, <=50K
23, Private,54922, Bachelors,8, Never-married, Sales, Unmarried, White, Female,39421,76,12, United-States, <=50K
52, Private,208980, Some-college,14, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,34709,0,53, United-States, <=50K
29, Private,308503, HS-grad,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,8730,0,60, United-States, <=50K
35, Private,18864, 10th,4, Married-civ-spouse, Exec-managerial, Own-child, White, Male,18465,0,41, United-States, <=50K
35, Local-gov,90210, Some-college,5, Married-civ-spouse, ?, Husband, White, Male,4398,16,26, United-States, <=50K
22, Local-gov,133045, Some-college,7, Never-married, Sales, Husband, White, Male,27127,0,44, United-States, <=50K
27, ?,173192, Some-college,11, Never-married, Exec-managerial, Husband, White, Male,51153,0,40, United-States, >50K
65, Private,189740, Assoc-voc,13, Divorced, Prof-specialty, Not-in-family, White, Male,92721,2,37, United-States, >50K
31, Private,167891, HS-grad,10, Divorced, Exec-managerial, Not-in-family, White, Male,13777,31,61, United-States, <=50K
49, Private,69161, HS-grad,10, Never-married, Protective-serv, Not-in-family, White, Male,38004,1,51, United-States, <=50K
41, Private,214738, Bachelors,9, Married-civ-spouse, Craft-repair, Own-child, White, Female,22,0,55, United-States, <=50K
44, Local-gov,627853, Some-college,11, Divorced, Handlers-cleaners, Unmarried, White, Male,41784,91,42, South, >50K
36, ?,134301, Assoc-voc,6, Divorced, Handlers-cleaners, Husband, White, Male,2851,3,15, United-States, <=50K
49, Local-gov,168335, Bachelors,14, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,67848,2,52, United-States, <=50K
28, Private,226692, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Female,18984,14,45, United-States, >50K
40, Private,126575, Masters,8, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,32575,0,34, United-States, <=50K
38, Local-gov,249203, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,95139,0,43, United-States, >50K
58, Private,236462, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male,39686,0,50, United-States, <=50K
57, Private,221337, HS-grad,11, Married-civ-spouse, Other-service, Husband, White, Male,91939,7,44, Guatemala, >50K
52, Private,71946, Prof-school,7, Divorced, Machine-op-inspct, Unmarried, White, Male,67742,0,33, ?, >50K
34, Private,196864, Some-college,14, Married-civ-spouse, Sales, Wife, White, Female,36656,60,50, United-States, <=50K
62, Private,204680, 10th,10, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,92941,0,72, United-States, >50K
21, Local-gov,133937, HS-grad,10, Never-married, ?, Husband, Black, Female,2,1,44, United-States, <=50K
25, Self-emp-not-inc,222761, HS-grad,11, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,82705,0,49, United-States, >50K
47, Private,36098, Bachelors,10, Separated, Transport-moving, Unmarried, White, Female,1030,1,46, United-States, <=50K
32, Federal-gov,204375, Some-college,5, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,81135,0,47, United-States, <=50K
48, Private,86974, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,65183,0,51, Mexico, >50K
24, Private,383877, 11th,11, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,9646,0,42, United-States, <=50K
70, Private,301664, Doctorate,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,40115,61,39, United-States, >50K
34, Private,59270, 11th,11, Never-married, Prof-specialty, Not-in-family, White, Male,5180,0,62, United-States, >50K
26, Private,410013, Doctorate,6, Never-married, Exec-managerial, Other-relative, White, Male,93,106,51, United-States, >50K
41, Private,225117, 11th,10, Separated, Sales, Other-relative, Black, Male,5172,0,54, South, <=50K
42, Private,228364, Some-college,10, Married-civ-spouse, Other-service, Not-in-family, White, Female,65233,0,51, United-States, <=50K
50, Local-gov,303779, HS-grad,5, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,1612,5,37, United-States, <=50K
23, Private,261263, Some-college,9, Never-married, Exec-managerial, Wife, White, Female,20858,0,37, United-States, <=50K
51, State-gov,301150, HS-grad,14, Married-civ-spouse, Exec-managerial, Own-child, White, Female,930,0,46, United-States, <=50K
19, Private,292673, Some-college,8, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,32393,0,50, United-States, <=50K
35, Self-emp-not-inc,207894, Some-college,9, Never-married, ?, Husband, Black, Male,65187,162,50, United-States, >50K
47, Self-emp-not-inc,312738, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,28711,5,49, United-States, <=50K
57, Private,63815, Some-college,6, Married-civ-spouse, Tech-support, Husband, White, Female,8223,0,39, United-States, <=50K
33, Private,112902, HS-grad,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,92630,374,52, United-States, <=50K
51, ?,87811, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,3723,257,29, United-States, >50K
53, Local-gov,113367, Bachelors,7, Never-married, Sales, Husband, White, Male,152,549,30, United-States, <=50K
38, Private,108862, Some-college,10, Never-married, Exec-managerial, Wife, White, Male,53054,0,44, United-States, <=50K
22, Private,164789, Assoc-voc,9, Married-civ-spouse, Craft-repair, Wife, Black, Male,3166,0,32, United-States, <=50K
34, ?,391282, HS-grad,11, Married-civ-spouse, Exec-managerial, Own-child, White, Female,77232,1,43, United-States, <=50K
30, Private,65234, 5th-6th,9, Never-married, Exec-managerial, Unmarried, White, Male,7364,0,22, United-States, <=50K
62, Private,251304, Some-college,11, Divorced, Exec-managerial, Not-in-family, White, Male,40534,10,51, United-States, >50K
58, Private,179825, Prof-school,9, Divorced, Adm-clerical, Not-in-family, White, Female,50225,13,54, United-States, <=50K
46, Private,216136, Bachelors,6, Never-married, Craft-repair, Other-relative, White, Male,2384,0,37, United-States, >50K
41, Private,110229, Bachelors,14, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,81,0,34, United-States, <=50K
37, ?,141507, HS-grad,12, Never-married, Transport-moving, Own-child, White, Male,54097,0,48, United-States, <=50K
21, State-gov,130854, 7th-8th,12, Never-married, Craft-repair, Husband, White, Male,1,0,44, United-States, <=50K
46, Private,75419, HS-grad,9, Never-married, Sales, Husband, Black, Male,97986,1,37, United-States, >50K
35, Private,132900, Some-college,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,27969,0,52, United-States, <=50K
66, Private,128552, 1st-4th,8, Married-civ-spouse, Sales, Not-in-family, White, Female,94322,1,20, United-States, >50K
38, Private,165031, Some-college,7, Divorced, Exec-managerial, Husband, White, Male,55483,0,47, United-States, <=50K
39, Federal-gov,133665, Some-college,8, Never-married, Craft-repair, Not-in-family, White, Female,55699,0,33, United-States, <=50K
24, Private,176389, Bachelors,11, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,69934,0,35, Mexico, <=50K
19, Self-emp-not-inc,45847, Masters,8, Never-married, Other-service, Husband, White, Male,26092,0,41, United-States, <=50K
23, Local-gov,310865, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,15728,1,49, United-States, <=50K
34, Self-emp-inc,132680, 11th,10, Married-civ-spouse, Craft-repair, Husband, White, Male,21497,0,65, United-States, <=50K
32, ?,158152, Some-college,8, Never-married, Adm-clerical, Own-child, White, Male,59539,3,29, United-States, >50K
58, Self-emp-not-inc,141812, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male,67275,17,37, United-States, >50K
44, Private,146977, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, Black, Male,85461,3,42, United-States, >50K
26, Private,404583, HS-grad,11, Never-married, Adm-clerical, Own-child, Black, Female,67331,0,39, United-States, <=50K
23, Self-emp-not-inc,124439, Some-college,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,7105,0,27, United-States, <=50K
27, Private,122930, 11th,12, Married-civ-spouse, Transport-moving, Unmarried, White, Male,8629,123,19, United-States, <=50K
40, State-gov,216895, HS-grad,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,54282,0,51, United-States, <=50K
29, Private,380335, 12th,7, Married-civ-spouse, ?, Own-child, White, Male,18088,84,55, United-States, <=50K
43, Self-emp-not-inc,208632, Some-college,5, Divorced, Craft-repair, Other-relative, Other, Male,61698,0,12, Poland, <=50K
72, Private,121904, Bachelors,11, Divorced, Craft-repair, Husband, White, Male,2241,9,38, United-States, >50K
51, Private,156102, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,77152,0,43, United-States, <=50K
39, Private,150011, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,14567,34,58, United-States, <=50K
40, Private,220527, 7th-8th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,80178,8,43, United-States, >50K
26, Private,167753, Bachelors,13, Never-married, Exec-managerial, Husband, White, Female,710,0,40, United-States, <=50K
36, Private,180348, HS-grad,8, Never-married, Craft-repair, Unmarried, White, Female,70668,2,53, United-States, <=50K
32, Private,33282, Masters,13, Never-married, Sales, Husband, Asian-Pac-Islander, Male,75338,0,64, Japan, <=50K
68, Private,264836, Bachelors,10, Married-spouse-absent, Exec-managerial, Wife, White, Male,90726,11,31, Cuba, <=50K
59, Private,81848, HS-grad,11, Separated, Craft-repair, Husband, White, Male,98651,200,57, United-States, >50K
22, Private,343443, Bachelors,11, Never-married, Exec-managerial, Husband, White, Male,49235,4,39, United-States, <=50K
35, Private,245281, HS-grad,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,21,47, United-States, <=50K
26, State-gov,163795, 10th,7, Never-married, Other-service, Own-child, White, Male,17606,0,26, United-States, <=50K
55, Self-emp-not-inc,325489, Some-college,11, Widowed, Other-service, Husband, White, Female,6321,0,22, United-States, <=50K
46, Private,162388, Bachelors,10, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,1612,2,50, United-States, <=50K
27, Private,94996, Masters,9, Never-married, Prof-specialty, Husband, White, Male,89898,1,24, Haiti, <=50K
34, Private,91660, HS-grad,11, Never-married, Handlers-cleaners, Not-in-family, White, Male,68357,710,40, United-States, >50K
38, Private,27694, Bachelors,11, Married-civ-spouse, Craft-repair, Husband, White, Female,23789,0,46, United-States, <=50K
41, Private,267783, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,887,0,36, United-States, <=50K
62, Private,237372, HS-grad,11, Married-civ-spouse, Sales, Not-in-family, White, Male,3149,0,29, United-States, <=50K
50, Self-emp-not-inc,203087, 7th-8th,8, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,22654,0,30, United-States, <=50K
60, Federal-gov,33569, HS-grad,11, Married-civ-spouse, Sales, Own-child, Black, Female,66489,4,10, United-States, <=50K
57, Local-gov,247660, Some-college,12, Divorced, Prof-specialty, Husband, White, Female,5178,0,53, United-States, >50K
54, Private,351115, HS-grad,11, Divorced, Exec-managerial, Not-in-family, White, Male,8975,45,63, United-States, >50K
21, Private,65592, 9th,11, Never-married, Exec-managerial, Not-in-family, White, Male,4031,2,34, United-States, <=50K
40, Private,69707, Some-college,8, Divorced, Machine-op-inspct, Own-child, White, Male,29514,0,54, ?, >50K
22, Private,70164, Some-college,10, Never-married, Sales, Unmarried, Black, Male,31199,0,36, United-States, <=50K
21, Local-gov,210628, HS-grad,11, Never-married, Farming-fishing, Husband, White, Male,80024,0,42, United-States, <=50K
64, Self-emp-not-inc,239741, HS-grad,10, Never-married, Sales, Husband, White, Male,2975,7,44, United-States, <=50K
25, Private,240678, HS-grad,9, Never-married, Other-service, Own-child, White, Male,35067,0,43, United-States, <=50K
62, Private,305287, HS-grad,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,88569,0,32, United-States, <=50K
56, Private,157241, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,11197,0,34, United-States, <=50K
28, Private,12285, Assoc-voc,13, Never-married, Craft-repair, Husband, White, Female,68725,0,29, United-States, <=50K
21, Private,106478, Masters,11, Divorced, Other-service, Husband, White, Female,24197,0,28, United-States, <=50K
29, Self-emp-not-inc,159274, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,56122,44,46, United-States, >50K
42, Private,139449, Some-college,15, Never-married, Sales, Husband, White, Female,84559,0,69, United-States, <=50K
49, Private,240424, 10th,6, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,57,2,30, United-States, <=50K
32, Private,200329, HS-grad,10, Separated, Exec-managerial, Not-in-family, White, Male,3916,0,36, United-States, <=50K
34, Self-emp-not-inc,180457, 11th,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,18341,0,45, United-States, >50K
23, Private,278719, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male,46354,0,27, United-States, <=50K
55, Private,254431, Bachelors,11, Divorced, Craft-repair, Husband, White, Male,3668,0,45, United-States, <=50K
33, Federal-gov,241296, Some-college,7, Never-married, Craft-repair, Husband, White, Male,5640,132,41, United-States, >50K
33, Self-emp-inc,192818, 5th-6th,5, Never-married, Craft-repair, Unmarried, White, Male,43097,1,38, United-States, <=50K
51, Private,334324, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,687,340,31, United-States, >50K
24, Self-emp-not-inc,110254, Some-college,11, Married-civ-spouse, Craft-repair, Husband, White, Female,23635,2,41, United-States, <=50K
26, Self-emp-not-inc,248903, Masters,8, Never-married, Other-service, Wife, White, Male,1170,33,42, United-States, >50K
73, Local-gov,150572, HS-grad,9, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,83716,21,59, United-States, >50K
22, Self-emp-not-inc,357759, Some-college,12, Married-civ-spouse, Adm-clerical, Husband, Black, Female,13,4,35, United-States, <=50K
53, Private,115678, Bachelors,16, Never-married, Adm-clerical, Husband, White, Male,6809,9,45, France, >50K
61, Private,153282, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99168,116,44, United-States, <=50K
24, Self-emp-not-inc,92392, Some-college,11, Married-civ-spouse, Farming-fishing, Husband, Black, Female,1,38,40, United-States, <=50K
35, Private,102908, 10th,9, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,323,431,23, United-States, <=50K
32, Private,340152, Assoc-voc,9, Never-married, Adm-clerical, Husband, Black, Male,2898,0,30, United-States, <=50K
23, Private,98003, HS-grad,9, Never-married, ?, Other-relative, White, Female,64123,803,44, United-States, <=50K
53, Federal-gov,195520, Some-college,11, Separated, Handlers-cleaners, Not-in-family, White, Female,91397,21,49, United-States, <=50K
24, Self-emp-inc,198148, Masters,12, Married-civ-spouse, Other-service, Wife, White, Male,36,1250,34, United-States, <=50K
31, Private,161882, Bachelors,12, Never-married, Adm-clerical, Not-in-family, Black, Female,72549,0,39, United-States, <=50K
30, Private,177364, 10th,7, Never-married, Prof-specialty, Own-child, White, Female,23464,0,42, United-States, <=50K
62, Private,274306, HS-grad,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,80243,191,58, United-States, <=50K
42, Private,219248, Masters,13, Married-civ-spouse, Tech-support, Husband, White, Male,37738,0,65, United-States, <=50K
36, Federal-gov,342033, Masters,8, Divorced, Tech-support, Not-in-family, White, Male,87943,17,21, United-States, >50K
28, Private,64155, HS-grad,10, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,39, United-States, <=50K
64, Private,233995, Bachelors,16, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,454,1,55, United-States, <=50K
35, Private,68336, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,6464,0,51, United-States, <=50K
34, Private,203209, Some-college,12, Never-married, Other-service, Not-in-family, White, Male,29876,0,60, United-States, >50K
31, Private,142571, HS-grad,10, Divorced, ?, Not-in-family, White, Male,30656,963,32, United-States, >50K
29, Private,449866, Some-college,6, Never-married, Sales, Husband, White, Male,2514,108,32, United-States, >50K
50, Self-emp-not-inc,116035, HS-grad,13, Married-civ-spouse, Exec-managerial, Own-child, White, Male,79553,0,45, United-States, <=50K
19, ?,286196, Masters,11, Never-married, Farming-fishing, Not-in-family, White, Male,344,682,33, United-States, <=50K
58, State-gov,218941, Assoc-voc,9, Divorced, Transport-moving, Husband, White, Male,6657,50,50, United-States, <=50K
39, Private,426592, Bachelors,11, Divorced, Adm-clerical, Not-in-family, White, Female,99334,0,35, United-States, >50K
36, State-gov,259616, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Female,92382,1,19, United-States, <=50K
52, Private,82998, HS-grad,7, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,5393,231,49, United-States, <=50K
26, Private,145933, Some-college,8, Divorced, Craft-repair, Own-child, White, Female,148,50,33, United-States, <=50K
29, Local-gov,298416, 10th,12, Never-married, Sales, Not-in-family, White, Male,40344,21,38, United-States, >50K
45, Private,255606, HS-grad,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,57363,0,44, United-States, <=50K
22, Self-emp-not-inc,489437, Some-college,13, Married-civ-spouse, Adm-clerical, Own-child, White, Female,966,1,52, ?, >50K
32, Private,176009, Assoc-acdm,11, Never-married, Exec-managerial, Not-in-family, White, Male,3620,0,34, United-States, <=50K
49, Private,60326, Bachelors,11, Never-married, Prof-specialty, Own-child, White, Male,63902,1,28, United-States, <=50K
21, Private,268828, HS-grad,4, Divorced, Machine-op-inspct, Husband, White, Male,72950,0,30, United-States, <=50K
24, Private,175247, Bachelors,9, Never-married, Exec-managerial, Husband, White, Male,3503,0,38, Germany, >50K
55, Private,232796, HS-grad,13, Never-married, Craft-repair, Own-child, White, Male,55076,45,56, United-States, >50K
22, Private,202133, HS-grad,13, Never-married, ?, Not-in-family, White, Male,97785,0,21, United-States, >50K
52, Private,58670, 9th,6, Married-civ-spouse, Priv-house-serv, Husband, White, Male,4106,3,43, United-States, <=50K
26, Private,181887, 11th,11, Never-married, Exec-managerial, Not-in-family, White, Male,18169,31,43, United-States, >50K
22, Self-emp-inc,106444, HS-grad,12, Never-married, Handlers-cleaners, Husband, White, Male,1054,0,21, United-States, <=50K
38, Private,82591, Bachelors,11, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,89086,1,23, United-States, >50K
37, Private,86602, Some-college,7, Divorced, Farming-fishing, Wife, Black, Female,9568,0,45, United-States, <=50K
25, ?,253222, HS-grad,6, Never-married, Machine-op-inspct, Unmarried, White, Female,15862,0,21, ?, <=50K
30, Private,250703, HS-grad,14, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,2766,0,59, China, <=50K
17, Private,166029, HS-grad,8, Never-married, Handlers-cleaners, Husband, White, Male,92099,0,29, United-States, <=50K
49, Private,154867, Assoc-voc,10, Never-married, Other-service, Own-child, White, Male,2649,242,44, United-States, <=50K
38, Private,200709, HS-grad,10, Never-married, Other-service, Not-in-family, White, Male,85017,0,45, Canada, <=50K
42, Private,164805, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,83744,0,60, United-States, >50K
54, Private,65720, Bachelors,12, Divorced, Exec-managerial, Not-in-family, White, Male,67315,16,53, United-States, <=50K
59, ?,247921, HS-grad,7, Married-civ-spouse, Craft-repair, Wife, White, Male,553,0,45, United-States, <=50K
28, Private,691225, HS-grad,14, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,10302,103,41, United-States, <=50K
31, Private,223387, Prof-school,6, Married-civ-spouse, ?, Unmarried, White, Male,3893,0,38, United-States, >50K
22, Private,164207, HS-grad,11, Never-married, ?, Unmarried, Black, Male,7581,420,45, United-States, >50K
48, Private,161745, Assoc-acdm,7, Married-spouse-absent, Other-service, Husband, White, Female,25112,7,49, United-States, >50K
36, Private,489651, HS-grad,12, Married-civ-spouse, Sales, Husband, White, Male,34148,118,56, Mexico, >50K
