age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
64, Private,137940, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,7, United-States, <=50K
28, Self-emp-not-inc,36378, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,57, United-States, <=50K
32, Private,138862, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, <=50K
33, Private,159923, Bachelors,10, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
59, Private,148599, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,2,0,40, United-States, >50K
23, Private,108430, Bachelors,13, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
27, Private,146707, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,2,0,15, United-States, <=50K
27, Private,110109, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private,122824, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3,0,51, United-States, >50K
34, Private,191038, Some-college,10, Divorced, Sales, Not-in-family, White, Male,1,0,40, United-States, <=50K
55, Private,117353, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3,0,60, United-States, <=50K
75, Self-emp-inc,97782, Prof-school,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3987,0,59, United-States, >50K
32, Private,193051, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States, <=50K
61, Local-gov,27697, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,18, United-States, >50K
31, Private,140145, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,1,0,40, United-States, <=50K
33, Local-gov,212050, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,1,0,40, United-States, >50K
31, ?,171687, Bachelors,13, Separated, ?, Unmarried, White, Female,3380,0,40, United-States, <=50K
32, Private,51757, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,1,0,46, United-States, <=50K
50, Private,87254, 7th-8th,5, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3,0,40, Philippines, >50K
19, Private,222283, Doctorate,8, Never-married, Prof-specialty, Own-child, White, Male,1,0,40, United-States, <=50K
63, Private,112209, HS-grad,9, Widowed, Other-service, Wife, White, Female,1,0,21, United-States, <=50K
45, Private,105539, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,49, United-States, <=50K
23, State-gov,107234, HS-grad,9, Never-married, Other-service, Own-child, White, Female,5,0,40, United-States, <=50K
50, Private,104776, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Private,167332, 1st-4th,1, Never-married, Sales, Not-in-family, White, Female,5,0,40, United-States, <=50K
39, Private,28442, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,51, United-States, >50K
31, Private,104834, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,1,0,40, United-States, <=50K
38, Private,105279, Masters,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1914,45, United-States, >50K
54, State-gov,112343, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2,0,24, United-States, <=50K
42, Local-gov,162879, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,56, United-States, <=50K
30, ?,71528, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,101433, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov,154429, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
44, Private,87272, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,1,0,51, United-States, <=50K
44, Private,98609, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,124184, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,67, United-States, >50K
42, Private,119418, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,205218, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private,181515, 1st-4th,3, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,3,0,40, Mexico, <=50K
30, Private,98850, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,49, United-States, <=50K
27, Private,100839, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,4,0,40, United-States, >50K
62, Private,100840, 5th-6th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,114142, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Private,119157, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private,112428, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2,0,45, United-States, <=50K
53, Private,85148, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,29, United-States, <=50K
34, Private,142896, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States, <=50K
34, Private,99524, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc,28633, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1891,58, United-States, >50K
34, Private,118666, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,105938, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,212789, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Private,100377, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,120063, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,1,0,40, United-States, <=50K
28, Private,204976, Assoc-voc,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
69, ?,114910, HS-grad,9, Widowed, ?, Not-in-family, White, Female,3,0,9, United-States, <=50K
35, Private,76790, Some-college,10, Never-married, Sales, Not-in-family, White, Female,3,0,40, United-States, <=50K
27, Local-gov,105896, 10th,14, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private,130035, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,1,1611,56, United-States, <=50K
33, Private,85704, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, ?,76080, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc,108875, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,1,0,50, United-States, <=50K
20, Private,148157, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,17, United-States, <=50K
20, Private,155838, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
23, State-gov,90656, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,2,0,40, United-States, <=50K
27, Private,125546, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private,99980, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,57, South, <=50K
36, Private,96830, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,16,0,40, United-States, <=50K
27, Private,105902, Bachelors,13, Divorced, Priv-house-serv, Unmarried, White, Female,3605,0,40, United-States, <=50K
39, Private,88588, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private,136042, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,9,0,40, United-States, <=50K
19, Private,219028, Bachelors,13, Never-married, Other-service, Own-child, White, Female,2,0,40, United-States, <=50K
44, Private,112447, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,1,0,40, United-States, <=50K
26, Private,107279, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,2,0,40, United-States, <=50K
62, Self-emp-not-inc,99841, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
23, Private,97249, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,31, United-States, <=50K
44, Private,219450, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
44, Private,104844, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,58, United-States, <=50K
55, Private,108539, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,1,0,40, United-States, <=50K
28, Private,119416, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,58, United-States, <=50K
28, Private,175047, Assoc-voc,11, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
50, Private,112815, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,1,0,40, United-States, <=50K
54, Private,248212, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,2954,0,40, United-States, <=50K
66, Self-emp-not-inc,33637, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1867,56, United-States, <=50K
26, Private,68353, 10th,6, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,36, United-States, <=50K
24, Private,106594, Some-college,10, Never-married, Sales, Not-in-family, White, Female,1,0,26, United-States, <=50K
25, Private,145733, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,1,0,40, United-States, <=50K
29, Private,115875, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,2,0,56, United-States, <=50K
35, State-gov,120822, Bachelors,13, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,1,0,61, United-States, <=50K
33, Private,105966, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3944,0,40, United-States, <=50K
27, State-gov,50588, Doctorate,16, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,138899, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private,165235, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,46, United-States, <=50K
19, Private,151669, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
22, State-gov,94765, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,18, United-States, <=50K
36, Self-emp-not-inc,123275, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,57, United-States, <=50K
39, Private,92469, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
27, Private,118765, 11th,7, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
33, Private,91044, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private,201203, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,3,0,40, United-States, <=50K
31, Private,167323, 9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov,115164, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,1,0,35, United-States, <=50K
34, Local-gov,125611, Masters,14, Never-married, Protective-serv, Not-in-family, White, Male,1,0,40, United-States, <=50K
26, Private,82673, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,165696, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,1,0,31, United-States, <=50K
28, Private,99563, Some-college,10, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private,134717, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,2,0,40, United-States, >50K
39, Private,62653, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,14486,0,61, United-States, >50K
32, Private,110432, 7th-8th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,1,0,40, United-States, <=50K
42, Private,108700, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private,188438, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,62, United-States, <=50K
22, Private,246041, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc,120496, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,73611, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,104654, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,75202, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
56, Self-emp-not-inc,180612, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,55, United-States, <=50K
28, Private,135334, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,34, Mexico, <=50K
31, Private,128971, HS-grad,9, Divorced, Exec-managerial, Husband, White, Male,2,0,40, United-States, <=50K
31, Self-emp-not-inc,57551, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,50, United-States, <=50K
39, Private,174787, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States, >50K
46, Private,115974, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3830,0,30, United-States, >50K
28, Self-emp-not-inc,41058, 10th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,112731, 11th,7, Separated, Other-service, Not-in-family, White, Female,3,0,30, United-States, <=50K
31, Self-emp-not-inc,125809, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States, <=50K
54, Local-gov,128082, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1603,58, United-States, <=50K
17, Private,115106, Prof-school,6, Never-married, Other-service, Own-child, White, Male,3,0,16, United-States, <=50K
28, State-gov,118300, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,85053, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,50, United-States, <=50K
27, Private,147641, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States, <=50K
21, Private,119963, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,4,0,20, United-States, <=50K
31, Private,114273, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
24, Private,115134, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,31, United-States, <=50K
32, Private,119520, 10th,6, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-inc,163486, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,14783,0,40, United-States, >50K
50, Local-gov,92359, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,112559, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private,136696, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, >50K
30, ?,122880, Bachelors,13, Divorced, ?, Own-child, White, Male,0,0,50, United-States, <=50K
35, ?,142660, Some-college,10, Separated, ?, Unmarried, White, Female,0,0,11, United-States, <=50K
29, Private,132574, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,138214, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,2,0,50, United-States, <=50K
56, Private,205707, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,2,0,61, United-States, >50K
54, ?,101881, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
