age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19, Private,156053, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
36, Private,147737, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Self-emp-not-inc,287364, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private,93854, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private,152247, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,15,0,56, India, <=50K
35, Private,353259, 7th-8th,6, Never-married, Craft-repair, Not-in-family, White, Male,22,0,40, United-States, <=50K
32, Private,346413, 7th-8th,3, Widowed, Craft-repair, Not-in-family, White, Male,2,0,40, Jamaica, <=50K
43, Local-gov,443002, HS-grad,9, Never-married, Craft-repair, Other-relative, Black, Male,20,0,40, United-States, <=50K
58, ?,31695, 12th,13, Never-married, ?, Not-in-family, White, Male,0,1,40, United-States, <=50K
26, Local-gov,110297, Bachelors,13, Never-married, Prof-specialty, Own-child, Other, Female,0,1708,40, United-States, <=50K
59, ?,163447, 7th-8th,4, Separated, ?, Not-in-family, White, Female,6,0,11, United-States, <=50K
26, Private,225070, Masters,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
73, Federal-gov,128212, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
24, Never-worked,230800, Bachelors,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,17,0,40, United-States, <=50K
29, Private,180969, Masters,3, Separated, Machine-op-inspct, Other-relative, White, Female,0,0,40, Poland, <=50K
77, ?,104931, Some-college,10, Widowed, ?, Unmarried, White, Female,0,0,6, United-States, <=50K
27, Private,112652, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Other-relative, Black, Male,12,0,40, United-States, <=50K
55, Private,401474, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,21,0,50, Germany, >50K
57, ?,88501, 9th,6, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
41, Self-emp-inc,76100, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,17,0,40, United-States, <=50K
28, State-gov,137717, Bachelors,13, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,2,0,21, United-States, <=50K
23, Federal-gov,247964, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,58, United-States, <=50K
26, Self-emp-not-inc,102597, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,34, United-States, <=50K
22, State-gov,208749, 7th-8th,4, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,31,0,40, India, <=50K
69, Self-emp-not-inc,134241, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,17,0,37, United-States, <=50K
