age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42, Private,167503, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,3,0,35, United-States, >50K
53, Private,113358, Prof-school,15, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,4,0,49, Cuba, >50K
38, Self-emp-not-inc,63032, 10th,6, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private,187107, 7th-8th,4, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,34, England, <=50K
38, Private,96359, 7th-8th,9, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
69, State-gov,303953, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Male,16,0,36, Canada, >50K
44, Private,103946, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,35,0,40, United-States, >50K
29, Local-gov,310414, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Black, Male,12,0,40, United-States, <=50K
28, Local-gov,155037, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,4,0,36, United-States, <=50K
23, Private,99639, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Female,4,0,35, United-States, <=50K
54, ?,126046, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,192761, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,40, United-States, <=50K
17, Private,439778, 9th,7, Never-married, ?, Own-child, White, Female,16,0,36, United-States, <=50K
38, Self-emp-not-inc,91318, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,19,0,62, United-States, >50K
42, Federal-gov,262085, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,3,0,30, ?, <=50K
44, Federal-gov,292205, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,29,0,50, India, >50K
26, Private,189225, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,17,0,43, United-States, <=50K
23, Private,153102, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,4,0,57, United-States, <=50K
41, Private,54484, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,19,0,36, United-States, <=50K
17, ?,111232, 11th,7, Never-married, ?, Own-child, White, Male,9,0,35, United-States, <=50K
56, Federal-gov,27756, Masters,14, Divorced, Machine-op-inspct, Unmarried, White, Female,11,0,40, United-States, <=50K
42, Self-emp-not-inc,184498, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,16,0,49, United-States, <=50K
65, Self-emp-not-inc,104769, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,31,0,61, United-States, <=50K
80, Self-emp-inc,136898, HS-grad,9, Widowed, Sales, Unmarried, White, Female,25,0,23, United-States, <=50K
39, Local-gov,113938, Masters,14, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,33, India, <=50K
19, Private,38173, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,17, England, <=50K
44, Self-emp-inc,102595, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
18, Private,503235, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,6, United-States, <=50K
27, Private,209135, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,17,0,66, United-States, <=50K
49, Self-emp-not-inc,347435, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,13,0,55, United-States, <=50K
27, Private,279365, 9th,5, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,1,57, United-States, <=50K
25, Private,260038, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Male,13,0,40, United-States, <=50K
42, Private,114517, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,3,0,57, United-States, >50K
47, Private,202034, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7,0,56, United-States, <=50K
51, ?,81159, 5th-6th,6, Married-AF-spouse, ?, Wife, White, Female,3,0,35, Cambodia, <=50K
34, Private,132248, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
27, Private,116735, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
45, Local-gov,375467, 10th,5, Divorced, Transport-moving, Unmarried, Black, Male,0,0,44, United-States, <=50K
64, Federal-gov,87788, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15419,0,60, United-States, >50K
77, Local-gov,176459, Some-college,10, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
23, Private,203144, 1st-4th,4, Divorced, Machine-op-inspct, Wife, White, Female,10,0,40, United-States, <=50K
62, Federal-gov,196305, Assoc-voc,11, Divorced, ?, Not-in-family, White, Female,14,0,36, United-States, <=50K
37, Local-gov,213747, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
23, State-gov,317475, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,2,0,36, United-States, <=50K
31, Private,202725, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,254055, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,192971, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,26,0,40, Puerto-Rico, <=50K
45, Self-emp-not-inc,314997, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,4685,0,69, Cambodia, >50K
37, Private,216596, Bachelors,13, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, ?, >50K
42, Local-gov,272475, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
65, Private,301039, HS-grad,9, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Local-gov,331674, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4,0,67, United-States, >50K
61, State-gov,25153, Assoc-acdm,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,6,0,40, United-States, <=50K
53, Self-emp-not-inc,28324, 7th-8th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,40454, Masters,14, Widowed, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private,328081, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
41, Private,133907, HS-grad,9, Married-spouse-absent, Farming-fishing, Unmarried, White, Female,0,0,59, United-States, <=50K
46, Local-gov,111200, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15,0,40, ?, <=50K
33, Self-emp-inc,197007, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, State-gov,151995, Prof-school,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7574,0,66, United-States, >50K
39, Private,318660, Doctorate,10, Married-spouse-absent, Prof-specialty, Wife, Black, Male,18,0,65, England, >50K
39, Private,186426, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7924,0,40, United-States, >50K
38, Private,229027, Doctorate,15, Married-spouse-absent, Adm-clerical, Wife, Black, Female,8,0,40, United-States, <=50K
71, ?,97164, 5th-6th,10, Widowed, ?, Other-relative, White, Male,12,0,40, United-States, <=50K
79, Without-pay,97967, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,28,0,40, United-States, <=50K
45, Private,200692, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Female,1,0,40, Cuba, >50K
29, Federal-gov,200421, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
50, Private,312132, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,5,0,40, India, >50K
38, Local-gov,211024, Assoc-acdm,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,1,0,40, South, >50K
26, Private,175426, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,8,0,40, United-States, <=50K
27, Private,160471, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,34, United-States, <=50K
38, Private,311276, HS-grad,9, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,2,0,35, South, <=50K
28, Local-gov,202232, Bachelors,7, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,5,0,40, Jamaica, <=50K
59, ?,114157, 10th,6, Separated, ?, Not-in-family, Black, Female,5,0,7, United-States, <=50K
25, Federal-gov,143762, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,2962,0,66, United-States, <=50K
59, Private,152135, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov,212725, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3,0,35, India, <=50K
23, Self-emp-not-inc,147038, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,14,0,34, United-States, <=50K
43, State-gov,142603, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,23,0,40, United-States, <=50K
66, ?,181380, 10th,6, Widowed, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private,38400, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,8,0,40, India, <=50K
48, Private,154909, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,14,0,40, United-States, <=50K
38, Private,342544, 5th-6th,9, Widowed, Adm-clerical, Not-in-family, White, Female,22,0,58, United-States, <=50K
22, Local-gov,97228, Assoc-acdm,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc,122151, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,32,0,63, United-States, <=50K
23, ?,210477, 10th,9, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female,2,0,40, United-States, <=50K
80, Local-gov,192277, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,39,0,40, United-States, <=50K
60, Local-gov,132591, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,20,0,36, United-States, <=50K
43, Self-emp-not-inc,182372, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
32, Federal-gov,127295, Bachelors,13, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female,12,1,40, Cuba, >50K
39, Private,103283, Masters,14, Widowed, Exec-managerial, Not-in-family, White, Female,0,2058,43, United-States, <=50K
49, Private,148756, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,272902, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,28,0,49, Taiwan, >50K
34, Local-gov,31324, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,23,0,36, United-States, <=50K
36, Self-emp-not-inc,167431, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,61, United-States, <=50K
42, Self-emp-inc,199499, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,13,1,40, United-States, >50K
34, Self-emp-inc,375808, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,0,58, United-States, >50K
30, Private,189903, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,15,0,60, United-States, <=50K
57, ?,154982, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
44, Federal-gov,36899, HS-grad,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,57, United-States, <=50K
70, Federal-gov,221082, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,4091,0,40, United-States, <=50K
40, Local-gov,244984, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
54, Local-gov,217906, 12th,6, Never-married, Tech-support, Other-relative, Black, Male,7,0,40, United-States, <=50K
48, Private,444026, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,23,0,40, United-States, <=50K
19, Private,181935, Assoc-acdm,13, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,36, Mexico, <=50K
42, Private,144879, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,6,0,40, United-States, <=50K
28, Private,208129, HS-grad,9, Divorced, Craft-repair, Husband, White, Male,9,0,40, United-States, <=50K
61, Private,130834, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
27, State-gov,274989, Assoc-acdm,13, Never-married, Adm-clerical, Own-child, White, Female,17,0,40, United-States, <=50K
39, Private,215477, Prof-school,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, >50K
52, Self-emp-not-inc,146035, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4917,0,40, United-States, <=50K
32, Local-gov,425673, Doctorate,16, Never-married, Prof-specialty, Not-in-family, Black, Male,15,0,59, Japan, <=50K
69, Self-emp-not-inc,268670, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc,181824, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,3,0,57, United-States, <=50K
25, Self-emp-inc,107668, Some-college,10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,13,0,40, South, <=50K
26, Federal-gov,373852, HS-grad,9, Divorced, ?, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
80, Private,95408, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,17,0,35, United-States, <=50K
59, Self-emp-not-inc,39383, 12th,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Federal-gov,329531, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,1,0,56, United-States, <=50K
30, Self-emp-inc,165767, HS-grad,9, Never-married, Farming-fishing, Husband, White, Male,14,0,50, United-States, <=50K
64, ?,232241, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
65, ?,408399, Some-college,10, Married-civ-spouse, ?, Other-relative, White, Male,3,1,21, United-States, <=50K
40, Private,217741, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,41,0,40, United-States, >50K
56, Private,68183, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,56, United-States, <=50K
33, Self-emp-not-inc,121514, Doctorate,7, Never-married, Exec-managerial, Unmarried, White, Male,8,0,45, United-States, >50K
39, Local-gov,103317, 11th,7, Divorced, Machine-op-inspct, Unmarried, White, Female,5,1790,36, United-States, <=50K
43, Private,107883, Masters,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
28, Federal-gov,164995, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,15,0,40, United-States, <=50K
42, Self-emp-inc,355322, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15,0,40, United-States, >50K
37, Without-pay,108266, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,27,0,35, United-States, <=50K
63, Private,50403, HS-grad,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,36,0,80, United-States, >50K
24, Private,326913, Assoc-acdm,13, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
43, State-gov,285796, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,45, United-States, >50K
53, Self-emp-inc,189971, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,22,0,50, United-States, >50K
20, Private,255240, 7th-8th,3, Never-married, Machine-op-inspct, Not-in-family, White, Female,26,0,40, Mexico, <=50K
46, Self-emp-inc,123713, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,60, United-States, >50K
31, Self-emp-not-inc,21873, Some-college,10, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,20,0,40, United-States, <=50K
36, Private,113044, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,14,0,40, Mexico, <=50K
75, Self-emp-not-inc,349242, Doctorate,10, Widowed, Farming-fishing, Not-in-family, White, Male,3233,0,29, United-States, <=50K
39, State-gov,38177, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc,161540, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
17, Private,45106, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov,158281, Masters,14, Separated, Prof-specialty, Unmarried, Black, Female,14,0,30, United-States, <=50K
42, Private,186023, Doctorate,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,17,0,57, United-States, <=50K
67, Private,139672, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Female,15,0,40, United-States, >50K
25, Federal-gov,136040, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1670,9, Cuba, <=50K
17, Never-worked,95185, 5th-6th,5, Never-married, ?, Other-relative, White, Female,4,0,9, United-States, <=50K
